Material|Old Material|Vendor ID|Vendor Name|List Price|Quantity|PDT/LT|SKU Category|Selling UOM|Material Description|DChain Spec Status|Material Group 2 Description|Material Group 5 Description|Sales Text (F)
FKS15320895|FKS15320895|IC4045|FISHER SCIENTIFIC UK|707.00|0.00|63||PK|Low-Form Weighing Bottles. 45ml, 6/Pk||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15326429|FKS15326429|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOGUE|PK|Cover Slips; 22x22mm;Thickness 1 (1000/P||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15327863|FKS15327863|IC4045|FISHER SCIENTIFIC UK|128.00|0.00|63|CATALOGUE|PK|Samco# Transfer Pipettes, 500/PK||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15333358|FKS15333358|IC4045|FISHER SCIENTIFIC UK|199.00|0.00|63|CATALOGUE|PK|Right-to-Understand Safety Wash Bottles||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15340410|FKS15340410|IC4045|FISHER SCIENTIFIC UK|39.00|0.00|63||EA|Fisherbrand### Delrin### Half-Size Test||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15340712|FKS15340712|IC4045|FISHER SCIENTIFIC UK|869.00|0.00|63|CATALOG|EA|(SHIP:RT) LabSpectra/Por 7 50000 D MWCO||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15341874|FKS15341874|IC4045|FISHER SCIENTIFIC UK|3993.00|0.00|63||EA|Bibby Scientific### Electric Bunsen||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15342378|FKS15342378|IC4045|FISHER SCIENTIFIC UK|1426.00|0.00|63|CATALOG|PK|Nalgene 13mm Syringe Filters, 2-10ml, 10||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15343368|FKS15343368|IC4045|FISHER SCIENTIFIC UK|199.00|0.00|63|CATALOG|PK|Nalgene Safety Wash Bottles with GHS lab||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15347948|FKS15347948|IC4045|FISHER SCIENTIFIC UK|500.00|0.00|63||EA|FB Blocks for FB Isotemp Dig Dry Baths||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15349067|FKS15349067|IC4045|FISHER SCIENTIFIC UK|73.00|0.00|63|CATALOG|PK|Terumo 3-Part 50mL Luer Lock Syringes, C||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15350360|FKS15350360|IC4045|FISHER SCIENTIFIC UK|1027.00|0.00|63|CATALOG|EA|Heat Sealer With Cutter, 86mmW x 446mmD||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15350591|FKS15350591|IC4045|FISHER SCIENTIFIC UK|1394.00|0.00|63|CATALOG|PK|U-Shaped Cell Culture Flasks 275mL, 100/||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15352428|FKS15352428|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOG|PK|Ecolab Klercide Sporicidal Active Chlori||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15353508|FKS15353508|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOG|EA|Fisherbrand# Isotemp# Hotplate||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15355867|FKS15355867|IC4045|FISHER SCIENTIFIC UK|18301.00|0.00|63||EA|Precision 89L Circulating Bath, 89L||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15357853|FKS15357853|IC4045|FISHER SCIENTIFIC UK|79.00|0.00|63|CATALOG|PK|Extra Long Transfer Pipettes, 400/PK||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15357938|FKS15357938|IC4045|FISHER SCIENTIFIC UK|357.00|0.00|63||EA|Blocks for Isotemp Digital Dry Baths||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15360562|FKS15360562|IC4045|FISHER SCIENTIFIC UK|511.00|0.00|63|CATALOG|EA|SamplePrep Disp. XRF X-Cell Sample Cups||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15363358|FKS15363358|IC4045|FISHER SCIENTIFIC UK|199.00|0.00|63|CATALOGUE|PK|Right-to-Understand Safety Wash Bottles||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15363518|FKS15363518|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOG|EA|Fisherbrand# Isotemp# Stirring Hotplate||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15363647|FKS15363647|IC4045|FISHER SCIENTIFIC UK|243.00|0.00|63||PK|Screw Cap GL45 wt 2-hose connector, 2/Pk||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15365877|FKS15365877|IC4045|FISHER SCIENTIFIC UK|3199.00|0.00|63|CATALOGUE|EA|Fisherbrand Isotemp General Purpose Delu||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15365897||IC4045|FISHER SCIENTIFIC UK|4327.00|0.00|63||EA|Fisherbrand##Concentric Ring Cover for P||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15367813|FKS15367813|IC4045|FISHER SCIENTIFIC UK|78.00|0.00|63|CATALOG|PK|TS Samco Graduated Transfer Pipettes, 50||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15369244|FKS15369244|IC4045|FISHER SCIENTIFIC UK|2823.00|0.00|63|CATALOG|EA|AREX SYSTEM WITH VTF 230/50-60Hz||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15370366|FKS15370366|IC4045|FISHER SCIENTIFIC UK|515.00|0.00|63|CATALOG|PK|(IVD) TS Sterilin Standard 90mm Petri Di||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15374779|FKS15374779|IC4045|FISHER SCIENTIFIC UK|396.00|0.00|63|CATALOG|PK|Fisherbrand Glass Screw Neck Specimen Vi||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15376418|FKS15376418|IC4045|FISHER SCIENTIFIC UK|14.00|0.00|63|CATALOGUE|EA|FLACON HDPE A COL Large, 250ML PP Tamper||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15379849|FKS#15379849|IC4045|FISHER SCIENTIFIC UK|733.00|0.00|63||PK|Bottle, Amber,Graduated, 10ml, 10/Pk||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15380360|FKS15380360|IC4045|FISHER SCIENTIFIC UK|396.00|0.00|63|CATALOG|EA|Flip & Grip Pipette Holder||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15380430||IC4045|FISHER SCIENTIFIC UK|325.00|0.00|63||PK|8 x PP Test Tube Rack, Blue, 72x13mm.||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15384789|FKS15384789|IC4045|FISHER SCIENTIFIC UK|56.00|0.00|63|CATALOG|PK|Black PP Screw Caps for Glass Specimen V||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15386837|FKS15386837|IC4045|FISHER SCIENTIFIC UK|1890.00|0.00|63|CATALOG|EA|Benchmark myFuge 12 Microcentrifuge with||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15387928|FKS15387928|IC4045|FISHER SCIENTIFIC UK|1710.00|0.00|63||EA|Isotemp Digital Dry Baths/Block Heaters||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15390380|FKS15390380|IC4045|FISHER SCIENTIFIC UK|60.00|0.00|63|CATALOG|EA|Delrin Test Tube Rack, White, 72x16mm||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15395837|FKS15395837|IC4045|FISHER SCIENTIFIC UK|3812.00|0.00|63||EA|Precision General Purpose Baths, 2L||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15396078|FKS15396078|IC4045|FISHER SCIENTIFIC UK|1048.00|0.00|63|CATALOG|PK|(HAZ) Ecolab Klercide 70/30 IPA Sterile||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15397883|FKS15397883|IC4045|FISHER SCIENTIFIC UK|218.00|0.00|63|CATALOGUE|PK|Thermo Scientific# Samco# Transfer Pipet||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15397928|FKS15397928|IC4045|FISHER SCIENTIFIC UK|1897.00|0.00|63||EA|FB Isotemp Dig Dry Baths/Block Heaters||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15405413|FKS15405413|IC4045|FISHER SCIENTIFIC UK|280.00|0.00|63|CATALOG|EA|Rotational Silicone Viscosity Std, 600mL||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15405764|FKS15405764|IC4045|FISHER SCIENTIFIC UK|44.00|0.00|63||EA|Measuring jug industry 2000ml||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15406123|FKS15406123|IC4045|FISHER SCIENTIFIC UK|42.00|0.00|63|CATALOG|EA|FB Reusable Gls Media Btl w/Cap, 2000mL||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15409083|FKS15409083|IC4045|FISHER SCIENTIFIC UK|61.00|0.00|63|CATALOG|PK|Beaker,squat form,w spout,borosilicate g||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15409103|FKS15409103|IC4045|FISHER SCIENTIFIC UK|72.00|0.00|63|CATALOG|PK|Fisherbrand# Borosilicate Glass Narrow N||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15416123|FKS15416123|IC4045|FISHER SCIENTIFIC UK|197.00|0.00|63|CATALOGUE|EA|FB Reusable Glass Media Bottles with Cap||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15419083|FKS15419083|IC4045|FISHER SCIENTIFIC UK|72.00|0.00|63|CATALOG|PK|Beaker,squat form,w spout,borosilicate g||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15419103|FKS15419103|IC4045|FISHER SCIENTIFIC UK|77.00|0.00|63|CATALOGUE|PK|Flask, Erlenmeyer, conical, narrow neck,||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15419113|FKS15419113|IC4045|FISHER SCIENTIFIC UK|96.00|0.00|63|CATALOGUE|PK|FB WideNeck Conical Gls Erlenmeyer Flask||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15425574|FKS15425574|IC4045|FISHER SCIENTIFIC UK|10.00|0.00|63|CATALOG|EA|Buerkle Wide-neck Reag. Bottle, 100ml||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15427710|FKS15427710|IC4045|FISHER SCIENTIFIC UK|219.00|0.00|63|CATALOG|PK|Bel-Art 144-Place PCR Tube Freezer Stora||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15429083|FKS15429083|IC4045|FISHER SCIENTIFIC UK|80.00|0.00|63|CATALOG|PK|Beaker,squatform,w spout,borosilicate gl||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15429103|FKS15429103|IC4045|FISHER SCIENTIFIC UK|77.00|0.00|63|CATALOG|PK|Flask, Erlenmeyer, conical, narrow neck,||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15429113|FKS15429113|IC4045|FISHER SCIENTIFIC UK|113.00|0.00|63|CATALOG|PK|FB Wide Neck Conical Glass Erlenmeyer Fl||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15432545|FKS15432545|IC4045|FISHER SCIENTIFIC UK|41.00|0.00|63|CATALOG|PK|FB Microcentrifuge Tube&Cap,1.5mL,500/Pk||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15436123|FKS15436123|IC4045|FISHER SCIENTIFIC UK|409.00|0.00|63|CATALOG|EA|Fisherbrand# Reusable Glass Media Bottle||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15438844|FKS15438844|IC4045|FISHER SCIENTIFIC UK|339.00|0.00|63|CATALOG|PK|Gosselin Straight PP Container w/Screw C||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15439103|FKS15439103|IC4045|FISHER SCIENTIFIC UK|98.00|0.00|63|CATALOGUE|PK|Flask Erlenmeyer conical narrow neck bor||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15442545|FKS15442545|IC4045|FISHER SCIENTIFIC UK|42.00|0.00|63|CATALOG|PK|FB Microcentrifuge Tubes with Locking Sn||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15443582|FKS15443582|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOG|EA|Dumont Self-Closing #5 Tweezers, 11CM/ E||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15446113|FKS15446113|IC4045|FISHER SCIENTIFIC UK|82.00|0.00|63|CATALOG|PK|Fisherbrand# Reusable Glass Media Bottle||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15449083|FKS15449083|IC4045|FISHER SCIENTIFIC UK|144.00|0.00|63|CATALOG|PK|Beaker, squat form, with spout, 1000ml,||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15449093|FKS15449093|IC4045|FISHER SCIENTIFIC UK|82.00|0.00|63|CATALOG|PK|FB Borosilicate Glass Tall Form Beakers||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15449103|FKS15449103|IC4045|FISHER SCIENTIFIC UK|179.00|0.00|63|CATALOG|PK|Narrow neck erlenmeyer flask glass 1000m||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15449719|FKS15449719|IC4045|FISHER SCIENTIFIC UK|976.00|0.00|63|CATALOG|EA|FB AccuDuo Cartrid||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15456113|FKS15456113|IC4045|FISHER SCIENTIFIC UK|89.00|0.00|63|CATALOG|PK|Btl,GL45 Screw Thread,Grad.,Fitted blue||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15459083|FKS15459083|IC4045|FISHER SCIENTIFIC UK|23.00|0.00|63|CATALOG|EA|Beaker, squat form, with spout, 2000ml||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15465403|FKS15465403|IC4045|FISHER SCIENTIFIC UK|280.00|0.00|63|CATALOG|EA|Rotational Silicone Viscosity Std, 600mL||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15466133|FKS15466133|IC4045|FISHER SCIENTIFIC UK|194.00|0.00|63|CATALOG|PK|FB Wide Neck Conical Glass Erlenmeyer Fl||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15468804|FKS15468804|IC4045|FISHER SCIENTIFIC UK|477.00|0.00|63|CATALOGUE|PK|Gosselin Straight Containers with Screw||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15469073|FKS15469073|IC4045|FISHER SCIENTIFIC UK|47.00|0.00|63|CATALOG|PK|Fisherbrand Squat Form Beakers, 10/PK||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15469083|FKS15469083|IC4045|FISHER SCIENTIFIC UK|45.00|0.00|63|CATALOG|EA|FB Squat Form Beakers, 3000mL||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15469093|FKS15469093|IC4045|FISHER SCIENTIFIC UK|150.00|0.00|63|CATALOGUE|PK|BOROSILICATE GLASS TALL FORM BEAKER; 1L||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15469103|FKS15469103|IC4045|FISHER SCIENTIFIC UK|81.00|0.00|63|CATALOGUE|EA|Fisherbrand Borosilicate Gls NarrowNeck||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15471977|FKS15471977|IC4045|FISHER SCIENTIFIC UK|324.00|0.00|63||EA|High-Vacuum Grease, 150 g||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15475574|FKS15475574|IC4045|FISHER SCIENTIFIC UK|11.00|0.00|63|CATALOG|EA|Buerkle Wide-neck Reag. Bottle, 50ml||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15476113|FKS15476113|IC4045|FISHER SCIENTIFIC UK|121.00|0.00|63|CATALOG|PK|Fisherbrand# Reusable Glass Media Bottle||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15476123|FKS15476123|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOGUE|PK|Beakr,HVY duty,squat form,w/spout,250mL,||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15478804|FKS15478804|IC4045|FISHER SCIENTIFIC UK|501.00|0.00|63|CATALOG|EA|X1000 Straight container 40ml PP 70x30mm||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15478814|FKS15478814|IC4045|FISHER SCIENTIFIC UK|360.00|0.00|63|CATALOG|CS|x700 Straight Container;60mL; PP; 70x33m||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15478834|FKS15478834|IC4045|FISHER SCIENTIFIC UK|388.00|0.00|63|CATALOG|PK|Straight Specimen Containers with Blue C||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15479073|FKS15479073|IC4045|FISHER SCIENTIFIC UK|51.00|0.00|63|CATALOG|PK|50mL Boro. Glass Beaker, Squat form, w s||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15479083|FKS15479083|IC4045|FISHER SCIENTIFIC UK|59.00|0.00|63|CATALOG|EA|Beaker,squat form,w spout,borosilicate g||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15479709|FKS15479709|IC4045|FISHER SCIENTIFIC UK|3005.00|0.00|63|CATALOG|EA|Fisherbrand##accuQuatro U Pack Cartridge||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15485403|FKS15485403|IC4045|FISHER SCIENTIFIC UK|280.00|0.00|63|CATALOG|EA|Rotational Silicone Viscosity Std, 600mL||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15486113|FKS15486113|IC4045|FISHER SCIENTIFIC UK|174.00|0.00|63|CATALOG|PK|Reusable Glass Media Bottles with Cap, N||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15488084|FKS15488084|IC4045|FISHER SCIENTIFIC UK|968.00|0.00|63||PK|Square PET Media Btl wt Closure, 96/Pk||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15488834|FKS15488834|IC4045|FISHER SCIENTIFIC UK|396.00|0.00|63|CATALOG|PK|StraightContainer PP;180ml;102x52mm;Ster||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15488972|FKS15488972|IC4045|FISHER SCIENTIFIC UK|51.00|0.00|63|CATALOG|EA|Eutech KCl Calibration Solution, 12.88mS||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15489073|FKS15489073|IC4045|FISHER SCIENTIFIC UK|49.00|0.00|63|CATALOG|PK|Beaker, squat form, w spout, borosilicat||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15489689|FKS15489689|IC4045|FISHER SCIENTIFIC UK|20438.00|0.00|63|CATALOG|EA|FB Accu20 Ultrapur||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15489749|FKS15489749|IC4045|FISHER SCIENTIFIC UK|16017.00|0.00|63|CATALOG|EA|Fisher Scientific##Accu100 Ultrapure Wat||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15496133|FKS15496133|IC4045|FISHER SCIENTIFIC UK|199.00|1.00|63||EA|X12 50mL Flask, erlenmeyer, reinforced t||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15497653|FKS15497653|IC4045|FISHER SCIENTIFIC UK|1379.00|0.00|63|CATALOGUE|EA|Saint Gobain Performance Plast TUBING TY||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15498801|FKS15498801|IC4045|FISHER SCIENTIFIC UK|4158.00|0.00|63||PK|Turbo4 U/filtration Unit, 2-4ml, 100/Pk||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15499073|FKS15499073|IC4045|FISHER SCIENTIFIC UK|65.00|0.00|63|CATALOG|PK|Beaker,squatform,with spout, boro glass,||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15499093|FKS15499093|IC4045|FISHER SCIENTIFIC UK|97.00|0.00|63|CATALOG|PK|BOROSILICATE GLASS NARROW NECK ERLENMEYE||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15499103|FKS15499103|IC4045|FISHER SCIENTIFIC UK|78.00|0.00|63|CATALOG|PK|FB Wide Neck Conical Glass Erlenmeyer,10||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15499644|FKS15499644|IC4045|FISHER SCIENTIFIC UK|1070.00|0.00|63|CATALOGUE|EA|DURAN GLS 80 Wide Mouth Bottle Connectio||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15499729|FKS15499729|IC4045|FISHER SCIENTIFIC UK|2061.00|0.00|63|CATALOG|EA|FB AccuDuo Cartrid||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15504655|FKS15504655|IC4045|FISHER SCIENTIFIC UK|113.00|0.00|63|CATALOG|EA|FB Porcelain Plate For Desiccators, o/di||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15505169|FKS15505169|IC4045|FISHER SCIENTIFIC UK|100.00|0.00|63|CATALOGUE|EA|Cylindrical Calibration Weights, Class M||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15505819|FKS15505819|IC4045|FISHER SCIENTIFIC UK|9136.00|0.00|63|CATALOG|EA|Fisherbrand# 850 Homogenizer||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15507335|FKS15507335|IC4045|FISHER SCIENTIFIC UK|189.00|0.00|63|CATALOGUE|EA|Scientific Industries SI Rubber Cover||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15513536|FKS15513536|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOGUE|PK|Semperguard Nitrile Xpert Powder Free Gl||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15523653|FKS15523653|IC4045|FISHER SCIENTIFIC UK|1755.00|0.00|63|CATALOGUE|EA|Fisherbrand# accumet# AE6 Portable pH Me||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15524080|FKS15524080|IC4045|FISHER SCIENTIFIC UK|1755.00|0.00|63|CATALOGUE|EA|FB Multi-Purpose Tube Rotators||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15525689|FKS15525689|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOGUE|PK|FB# Grade 601 Cellulose General Purpose||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15534080|FKS15534080|IC4045|FISHER SCIENTIFIC UK|1421.00|0.00|63||EA|Mini Tube Rotator||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15534645|FKS15534645|IC4045|FISHER SCIENTIFIC UK|1702.00|0.00|63|CATALOG|EA|FB Desiccator with Glass Knob||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15535689|FKS15535689|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOGUE|EA|FB Grade 601 Cellulose Filter Paper, Dia||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15538901|FKS15538901|IC4045|FISHER SCIENTIFIC UK|599.00|0.00|63|CATALOGUE|EA|Fisherbrand# Beatus Bottle Top Dispenser||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15557335|FKS15557335|IC4045|FISHER SCIENTIFIC UK|1692.00|0.00|63|CATALOG|EA|Vortex-Genie 2||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15565159|FKS15565159|IC4045|FISHER SCIENTIFIC UK|83.00|0.00|63|CATALOGUE|EA|Cylindrical Calibration Weights, Class M||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15566534|FKS15566534|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOGUE|PK|Standard Lab Coats with Collar, Medium,||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15571312|FKS15571312|IC4045|FISHER SCIENTIFIC UK|434.00|0.00|63||PK|15mL, conical tubes, 200 tubes/Pk||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15575809|FKS15575809|IC4045|FISHER SCIENTIFIC UK|3534.00|0.00|63|CATALOG|EA|Fisherbrand# 150 Watt Hand Held Homogeni||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15576534|FKS15576534|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOGUE|PK|Standard Lab Coats with Collar, Large,||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15581312|FKS15581312|IC4045|FISHER SCIENTIFIC UK|520.00|0.00|63||PK|50mL, conical tubes, 200 tubes/Pk||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15586534|FKS15586534|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOGUE|PK|Standard Lab Coats with Collar, X-Large,||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15598891|FKS15598891|IC4045|FISHER SCIENTIFIC UK|599.00|0.00|63||EA|Fisherbrand### Beatus Bottle Top Dispens||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15599611|FKS15599611|IC4045|FISHER SCIENTIFIC UK|3756.00|0.00|63||EA|Ohaus STX Portable Precision Balances||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15605838|FKS15605838|IC4045|FISHER SCIENTIFIC UK|7511.00|0.00|63||EA|(NEA) Beckman Coulter#SPRIselect, 60ml||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15613904||IC4045|FISHER SCIENTIFIC UK|3993.00|0.00|63||EA|LEEC### Drying Cabinet with Glass Doors||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15614114|FKS15614114|IC4045|FISHER SCIENTIFIC UK|276.00|0.00|63|CATALOG|PK|Buerkle SteriPlast Spoon Spatulas, 0.5mL||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15615467|FKS15615467|IC4045|FISHER SCIENTIFIC UK|77.00|0.00|63|CATALOG|PK|FB L-Shaped Cell Spreaders, Blue, 500/Pk||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15625467|FKS15625467|IC4045|FISHER SCIENTIFIC UK|46.00|0.00|63|CATALOGUE|PK|Fisherbrand# L-Shaped Cell Spreaders, 10||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15631974|FKS15631974|IC4045|FISHER SCIENTIFIC UK|618.00|0.00|63|CATALOG|PK|Synergy Healthcare# Azo# Gusseted Reels,||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15644029|FKS15644029|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOGUE|PK|FP KIT VI-CELL QUAD PAK, 4/Pk||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15645935|FKS15645935|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOG|PK|TS Nalgene Cert. Platinum Clean HDPE Btl||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15651545||IC4045|FISHER SCIENTIFIC UK|2179.00|0.00|63||EA|Beckman Coulter#CytoFLEX daily QC fluoro||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15653074|FKS15653074|IC4045|FISHER SCIENTIFIC UK|0.00|0.00|63|CATALOG|PK|Ansell Microflex Disposable Glove, 50/PK||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15655019|FKS15655019|||0.00|0.00|63|CATALOGUE|PK|Tenak SlimTube Cryogenic Vials, 500/PK||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15671944|FKS15671944|IC4045|FISHER SCIENTIFIC UK|402.00|0.00|63|CATALOG|PK|Synergy Healthcare X500 Heat Seal Bag, 1||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15683204|FKS15683204|IC4045|FISHER SCIENTIFIC UK|347.00|0.00|63|CATALOGUE|EA|Fisherbrand TERMOMETER -100 TO50 X 1||RSD-Fisher Catalogue|RSD Prefix - FKS|
FKS15691934||IC4045|FISHER SCIENTIFIC UK|18.00|0.00|63||EA|Steris Corporation# Autoclave Indicator||RSD-Fisher Catalogue|RSD Prefix - FKS|
