Material|Old Material|Vendor ID|Vendor Name|List Price|Quantity|PDT/LT|SKU Category|Selling UOM|Material Description|DChain Spec Status|Material Group 2 Description|Material Group 5 Description|Sales Text (F)
00105-01525||||1054.00|0.00|70||EA|GAUGE,ION,MINI,.75 inch DIA TUBE,RoHS||RSD-Temperature Control|RSD Prefix - HAU|
003230F|SOR003230F|||634.00|0.00|98|CORE|PAA|SEALED SHIELD 50 ML FALCON/CORNING||RSD-Centrifugation|RSD Prefix - THR|
010-0128|SOR010-0128|IVG2960|Thermo Fisher Scientific Pte Ltd.|224.00|0.00|98|CORE|EA|10.4 ml PC Bottle Assembly pk/2||RSD-Centrifugation|RSD Prefix - SOR|
010-0150|NLG010-0150|IVG2960|Thermo Fisher Scientific Pte Ltd.|1566.00|0.00|98|CORE|PK|ADAPTER 1000ml TO 250ml(2-pk)||RSD-Centrifugation|RSD Prefix - SOR|
010-0377|SOR010-0377|IVG2960|Thermo Fisher Scientific Pte Ltd.|259.00|0.00|98|CORE|EA|50mL Conical to 50mL, ADPT pk/2||RSD-Centrifugation|RSD Prefix - THR|
010-1270|SOR010-1270|IVG2960|Thermo Fisher Scientific Pte Ltd.|0.00|0.00|98|CORE|EA|100 TO 50 mlC Adapter, 2/pk||RSD-Centrifugation|RSD Prefix - SOR|
010-1331|THR010-1331|IVG2960|Thermo Fisher Scientific Pte Ltd.|406.00|0.00|98||EA|BECKMAN TUBE 70mL PC 8 PK||RSD-Centrifugation|RSD Prefix - THR|
010-1333|SOR010-1333|IVG2960|Thermo Fisher Scientific Pte Ltd.|1859.00|0.00|98|CORE|EA|BOTTLE ASSEMBLY, PC, 70ML, CAP, 8 pc.||RSD-Centrifugation|RSD Prefix - FBL|
010-1340|SOR010-1340|IVG2960|Thermo Fisher Scientific Pte Ltd.|1031.00|0.00|98|CORE|PK|Tube Adapter 50mL conical to 15mL conica||RSD-Centrifugation|RSD Prefix - SOR|
010-1410|SOR010-1410|IVG2960|Thermo Fisher Scientific Pte Ltd.|1419.00|8.00|98|CORE|PK|Adapter 250 to 15mLc||RSD-Centrifugation|RSD Prefix - FBL|
010-1455|SOR010-1455|IVG2960|Thermo Fisher Scientific Pte Ltd.|326.00|0.00|98|CORE|EA|Bottle PPCO 1L ,Plug,Oring W/O cap PK/2||RSD-Centrifugation|RSD Prefix - FBL|
010-1456|SOR010-1456|IVG2960|Thermo Fisher Scientific Pte Ltd.|775.00|2.00|98|CORE|PK|LYNX Superspeed 1LBottle Assy PP(2/PK)||RSD-Centrifugation|RSD Prefix - FBL|
010-1459|SOR010-1459|IVG2960|Thermo Fisher Scientific Pte Ltd.|793.00|0.00|98|CORE|PK|LYNX Superspeed 1LBottle Assy PC(2/PK)||RSD-Centrifugation|RSD Prefix - FBL|
010-1491|SOR010-1491|IVG2960|Thermo Fisher Scientific Pte Ltd.|433.00|0.00|98|CORE|PK|1LBottle Assy PP(2/PK)||RSD-Centrifugation|RSD Prefix - FBL|
010-1493|SOR010-1493|IVG2960|Thermo Fisher Scientific Pte Ltd.|490.00|0.00|98|CORE|EA|500 ml Bottle Assy PP||RSD-Centrifugation|RSD Prefix - FBL|
010-Q|QSP010-Q|IVG2960|Thermo Fisher Scientific Pte Ltd.|77.00|0.13|147|CORE|PK|PIPETTE TIP 1-200UL NATURAL BAG||RSD-Liquid Handing|RSD Prefix - QSP|
010-R204-Q|QSP010-R204-Q|IVG2960|Thermo Fisher Scientific Pte Ltd.|115.00|13.00|147|CORE|EA|PIPETTE TIP 1-200UL NATURAL||RSD-Liquid Handing|RSD Prefix - QSP|
01X211204|FSP01X211204|IC2086|EUTECH INSTRUMENTS PTE LTD|0.00|0.00|52|CORE||pH 4.01 Buffer Solution (Red), 480 mL||RSD-Water Analysis Instru|RSD Prefix - FSP|
01X211205|FSP01X211205|IC2086|EUTECH INSTRUMENTS PTE LTD|0.00|0.00|52|CORE||pH 10.01 Buffer Solution (Blue), 480 mL||RSD-Water Analysis Instru|RSD Prefix - FSP|
01X211207|FSP01X211207|IC2086|EUTECH INSTRUMENTS PTE LTD|0.00|0.00|52|CORE||1413 #S/cm KCl Calibration Solution, 480||RSD-Water Analysis Instru|RSD Prefix - FSP|
01X211210|FSP01X211210|IC2086|EUTECH INSTRUMENTS PTE LTD|0.00|0.00|52|CORE||12.88 mS/cm KCl Calibration Solution||RSD-Water Analysis Instru|RSD Prefix - FSP|
01X211213|FSP01X211213|IC2086|EUTECH INSTRUMENTS PTE LTD|0.00|0.00|52|CORE||pH 7.00 Buffer Solution (Yellow), 480 mL||RSD-Water Analysis Instru|RSD Prefix - FSP|
01X211272|FSP01X211272|IC2086|EUTECH INSTRUMENTS PTE LTD|0.00|0.00|52|CORE||5.0 mS/cm KCl Cali||RSD-Water Analysis Instru|RSD Prefix - FSP|
01X218964|FSP01X218964|IC2086|EUTECH INSTRUMENTS PTE LTD|105.00|0.00|52||EA|Thermo Scientific# Eutech# ECFC7352901B||RSD-Water Analysis Instru|RSD Prefix - FSP|
021-489021|SOR021-489021|IVG2960|Thermo Fisher Scientific Pte Ltd.|252.00|0.00|98|CORE|EA|RLITE,F21S-48x1.5 Refresher Kit||RSD-Centrifugation|RSD Prefix - FBL|
06.5001|TWS06.5001|IVG2960|Thermo Fisher Scientific Pte Ltd.|302.00|0.00|98|CORE|EA|Sterile overflow f. storage tank 30-100L||RSD-Ancillary|RSD Prefix - TWS|
06.5002|TWS06.5002|IVG2960|Thermo Fisher Scientific Pte Ltd.|708.00|0.00|98|CORE|EA|CO2 Adsorber &vent filter for 30L-100L||RSD-Ancillary|RSD Prefix - TWS|
06.5015|TWS06.5015|IVG2960|Thermo Fisher Scientific Pte Ltd.|515.00|0.00|98|CORE|EA|Wall-mounting for storage tank 30 litres||RSD-Ancillary|RSD Prefix - TWS|
06.5016|TWS06.5016|IVG2960|Thermo Fisher Scientific Pte Ltd.|515.00|0.00|98|CORE|EA|Wall-mounting for storage tank 60 litres||RSD-Ancillary|RSD Prefix - TWS|
06.5038|TWS06.5038|IVG2960|Thermo Fisher Scientific Pte Ltd.|1600.00|0.00|98|CORE|EA|Feed water storage tank 30 litres||RSD-Ancillary|RSD Prefix - TWS|
06.5101|TWS06.5101|IVG2960|Thermo Fisher Scientific Pte Ltd.|134.00|0.00|98|CORE|EA|Pre filter 1 #m - 10"||RSD-Ancillary|RSD Prefix - TWS|
06.5201|TWS06.5201|IVG2960|Thermo Fisher Scientific Pte Ltd.|276.00|0.00|98|CORE|EA|Pre filter 5 #m + activated carbon - 10"||RSD-Ancillary|RSD Prefix - TWS|
06.5204|TWS06.5204|IVG2960|Thermo Fisher Scientific Pte Ltd.|292.00|0.00|98|CORE|EA|Pre filter 5 #m + hardness stabilizer||RSD-Ancillary|RSD Prefix - TWS|
06.5452|TWS06.5452|IVG2960|Thermo Fisher Scientific Pte Ltd.|328.00|0.00|98|CORE|EA|Hardness stabilizing unit - 10"||RSD-Ancillary|RSD Prefix - TWS|
06.5555|TWS06.5555|IVG2960|Thermo Fisher Scientific Pte Ltd.|799.00|0.00|98|CORE|EA|Ster. filter 0,2 #m 10" pressure outlet||RSD-Ancillary|RSD Prefix - TWS|
082539|HYP082539|IC2106|National Scientific Company|2328.00|1.00|49|CORE|EA|PROD,COL,MAbPac,ProteinA,4X35MM||RSD-Thermo Hypersil|RSD Prefix - HYP|
085-752100|SPC085-752100|IVG0070|THERMO ELECTRON SCIENTIFIC INST LLC|0.00|0.00|50|CORE|EA|CORD/PWR UK 2.5M 10A BS136||UVVIS|RSD Prefix - CAD|
09.1002|TWS09.1002|IVG2960|Thermo Fisher Scientific Pte Ltd.|839.00|0.00|98|CORE|EA|Replacement UV-lamp S2P,MicroPure,MediTo||RSD-Ancillary|RSD Prefix - TWS|
09.1003|TWS09.1003|IVG2960|Thermo Fisher Scientific Pte Ltd.|457.00|0.00|98|CORE|EA|Sterilizing filter capsule 0,2 #m||RSD-Ancillary|RSD Prefix - TWS|
09.1006|TWS09.1006|IVG2960|Thermo Fisher Scientific Pte Ltd.|1525.00|0.00|98|CORE|EA|Filter set for Micropure System||RSD-Ancillary|RSD Prefix - TWS|
09.1020|TWS09.1020|IVG2960|Thermo Fisher Scientific Pte Ltd.|1120.00|0.00|98|CORE|EA|Polishing Cartridge for Smart2Pure Syste||RSD-Ancillary|RSD Prefix - TWS|
09.2002|TWS09.2002|IVG2960|Thermo Fisher Scientific Pte Ltd.|887.00|0.00|98|CORE|EA|REPLACEMENT UV-LAMP FOR GENPURE UV + UV/||RSD-Ancillary|RSD Prefix - TWS|
09.2003|TWS09.2003|IVG2960|Thermo Fisher Scientific Pte Ltd.|713.00|0.00|98|CORE|EA|Pre-treatment set for Smart2Pure 3 l/h||RSD-Ancillary|RSD Prefix - TWS|
09.2005|TWS09.2005|IVG2960|Thermo Fisher Scientific Pte Ltd.|1525.00|0.00|98|CORE|EA|Filter set for Polisher||RSD-Ancillary|RSD Prefix - TWS|
09.2006|TWS09.2006|IVG2960|Thermo Fisher Scientific Pte Ltd.|922.00|0.00|98|CORE|EA|Pre-treatment set f/Smart2Pure 6 l/h||RSD-Ancillary|RSD Prefix - TWS|
09.2012|TWS09.2012|IVG2960|Thermo Fisher Scientific Pte Ltd.|1050.00|0.00|98|CORE|EA|Pre-treatment set for Smart2Pure 12 l/h||RSD-Ancillary|RSD Prefix - TWS|
09.2201|TWS09.2201|IVG2960|Thermo Fisher Scientific Pte Ltd.|967.00|0.00|98|CORE|EA|Disinfection cartridge f/Polisher||RSD-Ancillary|RSD Prefix - TWS|
09.2212|TWS09.2212|IVG2960|Thermo Fisher Scientific Pte Ltd.|348.00|0.00|98|CORE|EA|Wall-holder for MicroPure||RSD-Ancillary|RSD Prefix - TWS|
09.4000|TWS09.4000|IVG2960|Thermo Fisher Scientific Pte Ltd.|1236.00|0.00|98|CORE|EA|Pre filtration complete F/Smart2Pure 12||RSD-Ancillary|RSD Prefix - TWS|
09.4001|TWS09.4001|IVG2960|Thermo Fisher Scientific Pte Ltd.|516.00|0.00|98|CORE|EA|Pre treatment for Pacific PW/UP/UPW/AFT||RSD-Ancillary|RSD Prefix - TWS|
09.4002|TWS09.4002|IVG2960|Thermo Fisher Scientific Pte Ltd.|631.00|0.00|98|CORE|EA|Rpt UV-Lamp for Pacific UPW||RSD-Ancillary|RSD Prefix - TWS|
09.4003|TWS09.4003|IVG2960|Thermo Fisher Scientific Pte Ltd.|334.00|0.00|98|CORE|EA|Pre treatment for Smart2Pure||RSD-Ancillary|RSD Prefix - TWS|
09.4011|TWS09.4011|IVG2960|Thermo Fisher Scientific Pte Ltd.|612.00|0.00|98|CORE|EA|Filter set f/Pacific UP+UPW||RSD-Ancillary|RSD Prefix - TWS|
090-Q|QSP090-Q|IVG2960|Thermo Fisher Scientific Pte Ltd.|517.00|0.00|147||CS|PIPETTE TIP 1000-5000UL NATURA||RSD-Liquid Handing|RSD Prefix - QSP|
095-Q|QSP095-Q|IVG2960|Thermo Fisher Scientific Pte Ltd.|57.00|0.08|147|CORE|PK|PIPETTE TIP 1000-5000UL NATURA||RSD-Liquid Handing|RSD Prefix - QSP|
096-041053|SOR096-041053|IVG2960|Thermo Fisher Scientific Pte Ltd.|30698.00|0.00|98|CORE|EA|FIBERLITE, F10S-4x1000 LEX RC6+ / EVO||RSD-Centrifugation|RSD Prefix - FBL|
096-041075|SOR096-041075|IVG2960|Thermo Fisher Scientific Pte Ltd.|34476.00|0.00|98|CORE|EA|FIBERLITE, F10S-4x1000 LEX, LYNX||RSD-Centrifugation|RSD Prefix - FBL|
096-061075|SOR096-061075|IVG2960|Thermo Fisher Scientific Pte Ltd.|35705.00|0.00|98|CORE|EA|F9-6x1000 LEX Rotor (LYNX)||RSD-Centrifugation|RSD Prefix - FBL|
096-062075|SOR096-062075|IVG2960|Thermo Fisher Scientific Pte Ltd.|15315.00|0.00|98|CORE|EA|FIBERLITE, F14-6x250y  Lynx||RSD-Centrifugation|RSD Prefix - FBL|
096-062375|SOR096-062375|IVG2960|Thermo Fisher Scientific Pte Ltd.|20546.00|0.00|98|CORE|EA|FIBERLITE, F12-6x500 LEX Lynx Rotor||RSD-Centrifugation|RSD Prefix - FBL|
096-067135|SOR096-067135|IVG2960|Thermo Fisher Scientific Pte Ltd.|29891.00|0.00|98|CORE|EA|FIBERLITE, F65L-6X13.5 ULTRA ROTOR||RSD-Centrifugation|RSD Prefix - FBL|
096-084275|SOR096-084275|IVG2960|Thermo Fisher Scientific Pte Ltd.|11543.00|0.00|98|CORE|EA|FIBERLITE, F21-8x50y Lynx||RSD-Centrifugation|RSD Prefix - FBL|
096-087051|SOR096-087051|IVG2960|Thermo Fisher Scientific Pte Ltd.|31373.00|0.00|98|CORE|EA|FIBERLITE, F50L-8x39 ULTRA ROTOR||RSD-Centrifugation|RSD Prefix - FBL|
096-087056|SOR096-087056|IVG2960|Thermo Fisher Scientific Pte Ltd.|45565.00|0.00|98|CORE|EA|FIBERLITE, F37L-8x100 ULTRA ROTOR||RSD-Centrifugation|RSD Prefix - FBL|
096-124375|SOR096-124375|IVG2960|Thermo Fisher Scientific Pte Ltd.|11619.00|0.00|98|CORE|EA|FIBERLITE, F20-12x50 LEX Lynx||RSD-Centrifugation|RSD Prefix - FBL|
096-145075|SOR096-145075|IVG2960|Thermo Fisher Scientific Pte Ltd.|11170.00|0.00|98|CORE|EA|FIBERLITE, F14-14x50cy  Lynx||RSD-Centrifugation|RSD Prefix - FBL|
096-484075|SOR096-484075|IVG2960|Thermo Fisher Scientific Pte Ltd.|10324.00|0.00|98|CORE|EA|FIBERLITE, F23-48x1.5 Lynx ROTOR||RSD-Centrifugation|RSD Prefix - FBL|
096-Q|QSP096-Q|IVG2960|Thermo Fisher Scientific Pte Ltd.|51.00|6.00|147|CORE|EA|PIPETTE TIP 5000UL NATURAL BAG||RSD-Liquid Handing|RSD Prefix - QSP|
097-Q|QSP097-Q|IVG2960|Thermo Fisher Scientific Pte Ltd.|100.00|480000.00|147|CORE|PK|PIPETTE TIP 1-10ML NATURAL GRA||RSD-Liquid Handing|RSD Prefix - QSP|
097069SP|HAU097069SP|||0.00|0.00|70|CORE|EA|CONTROLHEAD AC150 230V SWAP||RSD-Temperature Control|RSD Prefix - HAU|
100038H01|TSX100038H01|IVG2960|Thermo Fisher Scientific Pte Ltd.|612.00|0.00|112||EA|REJECT FAN 92mm||RSD-Cold Storage|RSD Prefix - TSX|
100090H01|TSX100090H01|IVG2960|Thermo Fisher Scientific Pte Ltd.|42.00|0.00|112|CORE|EA|Power Cord, W UK Type G-10A||RSD-Cold Storage|RSD Prefix - TSX|
101161010000020|NES101161010000020|||0.00|0.00|56|CORE|EA|TF9 B A 230/50 P1 PFC||RSD-Temperature Control|RSD Prefix - NES|
102-Q|QSP102-Q|IVG2960|Thermo Fisher Scientific Pte Ltd.|33.00|0.08|147|CORE|PK|PIPETTE TIP 0.1-10ul Natural bagged 10M||RSD-Liquid Handing|RSD Prefix - QSP|
104-Q|QSP104-Q|IVG2960|Thermo Fisher Scientific Pte Ltd.|27.00|0.05|147|CORE|PK|PIPETTE TIP 0.5-10ul Natural bagged 10M||RSD-Liquid Handing|RSD Prefix - QSP|
104911000|ACR10491-1000|IC2058|Acros Organics|67.00|1.00|60|CORE|EA|Anthranilic acid, 98+%             100GR||RSD-Acros (ACR)|RSD Prefix - ACR|
1064-05-6|TSM1064-05-6|IVG2960|Thermo Fisher Scientific Pte Ltd.|329.00|0.00|112||CS|Reagent Reservoir for 96ch Deepwell||RSD-Liquid Handing|RSD Prefix - TSM|
1064-15-6|TSM1064-15-6|IVG2960|Thermo Fisher Scientific Pte Ltd.|474.00|0.00|112|CORE|CS|Reagent Reservoir for 96ch Deepwell Appl||RSD-Liquid Handing|RSD Prefix - TSM|
1064-15-8|TSM1064-15-8|IVG2960|Thermo Fisher Scientific Pte Ltd.|295.00|0.00|112|CORE|CS|Reagent Reservoir for 96ch Applications||RSD-Liquid Handing|RSD Prefix - TSM|
111-Q|QSP111-Q|IVG2960|Thermo Fisher Scientific Pte Ltd.|51.00|0.00|147|CORE|PK| TIP 101-1000UL BLUE BAGGED 10M/CS||RSD-Liquid Handing|RSD Prefix - QSP|
1114C10500200500|NES1114C10500200500|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|16251.00|0.00|56||EA|TF14 B A 230/50 T1 IPR UK||RSD-Temperature Control|RSD Prefix - NES|
1117010500200500|NES1117010500200500|IVG2960|Thermo Fisher Scientific Pte Ltd.|15681.00|0.00|56|CORE|EA|TF14 B A 200-230/GL P1 IPR UK||RSD-Temperature Control|RSD Prefix - NES|
11172595|SOR11172595|IVG2960|Thermo Fisher Scientific Pte Ltd.|64.00|0.00|98|CORE|EA|ADAPTER 1x5ml VAC (each)||RSD-Centrifugation|RSD Prefix - SOR|
11172596|SOR11172596|IVG2960|Thermo Fisher Scientific Pte Ltd.|63.00|0.00|98|CORE|EA|ADAPTER 1x8/7 ml + BD-Hemogard/Vacutaine||RSD-Centrifugation|RSD Prefix - SOR|
112NXL-Q|QSP112NXL-Q-PK|IVG2960|Thermo Fisher Scientific Pte Ltd.|45.00|0.00|147|CORE|PK|100-1250UL XL CLR NS  BULK||RSD-Liquid Handing|RSD Prefix - QSP|
114-Q|QSP114-Q|IVG2960|Thermo Fisher Scientific Pte Ltd.|39.00|0.00|147|CORE|PK|PIPETTE TIP 0.5-10ul Natural bagged 10M||RSD-Liquid Handing|RSD Prefix - QSP|
11690|SOR11690|IVG2960|Thermo Fisher Scientific Pte Ltd.|34936.00|0.00|98|CORE|EA|T-890 FIXED ANGLE RTR||RSD-Centrifugation|RSD Prefix - SOR|
11776|SOR11776|IVG2960|Thermo Fisher Scientific Pte Ltd.|988.00|4.00|98||EA|PC SEALING COVERS, SET OF 2||RSD-Centrifugation|RSD Prefix - SOR|
11876|SOR11876|IVG2960|Thermo Fisher Scientific Pte Ltd.|22958.00|0.00|98|CORE|EA|A-621 FIXED ANGLE ROTOR BASIC||RSD-Centrifugation|RSD Prefix - SOR|
1201-0050|NLG1201-0050|IVG2960|Thermo Fisher Scientific Pte Ltd.|50.00|0.00|144|CORE|PK|BEAKER PP GRADUATED  50ML||Core LPE|RSD Prefix - NLG|
1201-0150|NLG1201-0150|IVG2960|Thermo Fisher Scientific Pte Ltd.|298.00|0.00|144||CS|BEAKER PP 150ML||Core LPE|RSD Prefix - NLG|
1201-0250|NLG1201-0250|IVG2960|Thermo Fisher Scientific Pte Ltd.|53.00|0.08|144|CORE|PK|BEAKER PP 250ML||Core LPE|RSD Prefix - NLG|
1201-0600|NLG1201-0600|IVG2960|Thermo Fisher Scientific Pte Ltd.|65.00|0.11|144|CORE|PK|BEAKER PP 600ML||Core LPE|RSD Prefix - NLG|
1201-1000|NLG1201-1000|IVG2960|Thermo Fisher Scientific Pte Ltd.|62.00|0.06|144|CORE|PK|BEAKER PP 1000ML||Core LPE|RSD Prefix - NLG|
1201-2000|NLG1201-2000|IVG2960|Thermo Fisher Scientific Pte Ltd.|268.00|0.00|144|CORE|CS|BEAKER PP 2000ML||Core LPE|RSD Prefix - NLG|
1203-0100|NLG1203-0100|IVG2960|Thermo Fisher Scientific Pte Ltd.|261.00|0.11|144||PK|100 mL Beaker Griffin Low-form PMP||Core LPE|RSD Prefix - NLG|
1203-0250|NLG1203-0250|IVG2960|Thermo Fisher Scientific Pte Ltd.|300.00|0.19|144||PK|250 mL Beaker Griffin Low-form PMP||Core LPE|RSD Prefix - NLG|
1203-0600|NLG1203-0600|IVG2960|Thermo Fisher Scientific Pte Ltd.|275.00|0.00|144||CS|600 mL Beaker Griffin Low-form PMP||Core LPE|RSD Prefix - NLG|
120WHT53-1000|SMO120WHT53-1000|IVG2960|Thermo Fisher Scientific Pte Ltd.|275.00|0.00|112||CS|SAMCO 120ML/53MM CLK SPC LBL WT CAP ST||Core LPE|RSD Prefix - SMO|
121-0020|NLG121-0020|IVG2960|Thermo Fisher Scientific Pte Ltd.|902.00|12.00|144|CORE|CS|0.2 MIC. 115 mL 115-ml Filter Unit CN||Core LPE|RSD Prefix - NLG|
1223-1000|NLG1223-1000|IVG2960|Thermo Fisher Scientific Pte Ltd.|76.00|0.14|144||PK|BEAKER W/HANDLE PMP; 1L||Core LPE|RSD Prefix - NLG|
1223-3000|NLG1223-3000-PK|IVG2960|Thermo Fisher Scientific Pte Ltd.|88.00|0.00|144|CORE|PK|BEAKER W/HANDLE PMP; 3L||Core LPE|RSD Prefix - NLG|
124-0045|NLG124-0045|IVG2960|Thermo Fisher Scientific Pte Ltd.|789.00|0.00|144||CS|NS 115ML FILT UNIT W/PES0.45UM||Core LPE|RSD Prefix - NLG|
127-0020|TBP127-0020|IVG2960|Thermo Fisher Scientific Pte Ltd.|441.00|0.00|144|CORE|CS|75mm 0.20um Filter Unit 1000ml CN 75mm||Core LPE|RSD Prefix - NLG|
12826|SOR12826|IVG2960|Thermo Fisher Scientific Pte Ltd.|304.00|0.00|98|CORE|EA|TUBE REMOVAL TOOL||RSD-Centrifugation|RSD Prefix - SOR|
128C/P|SMO128C/P|IVG2960|Thermo Fisher Scientific Pte Ltd.|115.00|0.00|112||CS|30ML PP UNI CONT PLAIN LABEL||Core LPE|RSD Prefix - SMO|
12B7C23169220001|NES12B7C23169220001|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|0.00|0.00|56|||TF25 D A 200-230/GL T1 2.3KW LR+||RSD-Temperature Control|RSD Prefix - NES|
13-620-100|FSP13-620-100|IC2086|EUTECH INSTRUMENTS PTE LTD|869.00|0.00|52|CORE|EA|2 CELL COND W/ATC K=1.0||RSD-Water Analysis Instru|RSD Prefix - FIS|
13-620-102|FSP13-620-102|IC2086|EUTECH INSTRUMENTS PTE LTD|905.00|0.00|52|CORE|EA|2 CELL COND W/ATC K=10.0||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-108B|FSP13-620-108B|IC2086|EUTECH INSTRUMENTS PTE LTD|0.00|0.00|52|CORE||ACCUMET SINGLE JUNCTION GEL PH ELECTRODE||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-111|FSP13-620-111|IC2086|EUTECH INSTRUMENTS PTE LTD|597.00|0.00|52|CORE|EA|ACCUMET EPOXY GEL DJ PH/ ATC ELECTRODE W||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-114|FSP13-620-114|IC2086|EUTECH INSTRUMENTS PTE LTD|842.00|0.00|52|CORE|EA|COMBI, DJ, FS5, ACCUFAST||RSD-Water Analysis Instru|RSD Prefix - FIS|
13-620-115|FSP13-620-115|IC2086|EUTECH INSTRUMENTS PTE LTD|462.00|0.00|52|CORE|EA|ACCUMET METALLIC ORP 1/2 CELL GLASS ELEC||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-163|FSP13-620-163|IC2086|EUTECH INSTRUMENTS PTE LTD|1028.00|0.00|52|CORE|EA|glassbdy, 4 cell, K=1||RSD-Water Analysis Instru|RSD Prefix - FIS|
13-620-166|FSP13-620-166|IC2086|EUTECH INSTRUMENTS PTE LTD|937.00|0.00|52|CORE|EA|ACCUMET CONDUCTIVITY CELL EPOXY 10/CM W/||RSD-Water Analysis Instru|RSD Prefix - FIS|
13-620-183A|FSP13-620-183A|IC2086|EUTECH INSTRUMENTS PTE LTD|446.00|0.00|52|CORE|EA|GLASS COMBO RUGGED BULB BNC||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-185|FSP13-620-185|IC2086|EUTECH INSTRUMENTS PTE LTD|759.00|0.00|52|CORE|EA|ACCUTUPH RUGGED BULB COMBO BNC||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-19|FSP13-620-19|IC2086|EUTECH INSTRUMENTS PTE LTD|357.00|0.00|52|CORE|EA|PROBE ATC 1000 SERIES||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-196|FSP13-620-196|IC2086|EUTECH INSTRUMENTS PTE LTD|966.00|0.00|52|CORE|EA|ACCUPHASTR EPOXY FLUSHBLE TRIS||RSD-Water Analysis Instru|RSD Prefix - FIS|
13-620-285|FSP13-620-285|IC2086|EUTECH INSTRUMENTS PTE LTD|323.00|0.00|52|CORE|EA|GLASS PH ELECTRODE COMBO BNC||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-290|FSP13-620-290|IC2086|EUTECH INSTRUMENTS PTE LTD|352.00|0.00|52|CORE|EA|ELECTRODE PENCIL GEL COMBO||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-291|FSP13-620-291|IC2086|EUTECH INSTRUMENTS PTE LTD|457.00|0.00|52|CORE|EA|ELECTRODE MICROPROBE 5" BODY||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-292|FSP13-620-292|IC2086|EUTECH INSTRUMENTS PTE LTD|457.00|0.00|52|CORE|EA|ELECTRODE MICROPROBE 7" BODY||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-297|FSP13-620-297|IC2086|EUTECH INSTRUMENTS PTE LTD|896.00|0.00|52|CORE|EA|combi, DJ, ACCUFAST||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-431|FSP13-620-431|IC2086|EUTECH INSTRUMENTS PTE LTD|180.00|0.00|52|CORE|EA|ACCUMET FLUORIDE ELECT FILL SOLN, 5X60ML||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-503A|FSP13-620-503A|IC2086|EUTECH INSTRUMENTS PTE LTD|1026.00|0.00|52|CORE|EA|ACCUMET EPOXY SODIUM COMBO ELECTRODE W/B||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-509|FSP13-620-509|IC2086|EUTECH INSTRUMENTS PTE LTD|1243.00|0.00|52|CORE|EA|ELECTRODE AMMONIA BNC 12MM||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-53|FSP13-620-53|IC2086|EUTECH INSTRUMENTS PTE LTD|266.00|0.00|52|CORE|EA|ACCUMET GLASS AgCl SINGLEJUNCTION REF EL||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-536|FSP13-620-536|IC2086|EUTECH INSTRUMENTS PTE LTD|1402.00|0.00|52|CORE|EA|ELECTRODE CALCIUM COMBO BNC||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-631|FSP13-620-631|IC2086|EUTECH INSTRUMENTS PTE LTD|377.00|0.00|52|CORE|EA|ACCUMET PLASTIC COMB pH/ATC W/WPBNC & 2.||RSD-Fisher Catalogue|RSD Prefix - FIS|
13-620-632|FSP13-620-632|IC2086|EUTECH INSTRUMENTS PTE LTD|606.00|0.00|52|CORE|EA|ACCUMET ACCUTUPH GLASS DJ REFILL pH/ATC||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-850|FSP13-620-850|IC2086|EUTECH INSTRUMENTS PTE LTD|627.00|0.00|52|CORE|EA|ELECTRODE ACCUMET DJ GLASS MICRO PH, BNC||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-851|FSP13-620-851|IC2086|EUTECH INSTRUMENTS PTE LTD|691.00|0.00|52|CORE|EA|ELECTRODE ACCUMET DJ GLASS MICRO PH, BNC||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-858|FSP13-620-858|IC2086|EUTECH INSTRUMENTS PTE LTD|294.00|0.00|52|CORE|EA|ELECTRODE ACCUMET DJ EPOXY REFERENCE||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-620-BSP|FSP13-620-BSP|IC2086|EUTECH INSTRUMENTS PTE LTD|381.00|0.00|52|CORE|EA|ACCUMET BENCHTOP STIRRER||RSD-Water Analysis Instru|RSD Prefix - FSP|
